"","new_id","timestamp","value","accumulate","out_or_in","station","lat","long","province"
"3633",1717,"1578960000",1,1,"in","遂平",33.144224,114.035378,"河南"
"3634",1725,"1578960000",0,2,"in","郑州",34.746377,113.65971,"河南"
"3635",1726,"1578960000",1,4,"in","郑州东",34.759186,113.779103,"河南"
"3636",1727,"1578960000",0,2,"in","巩义",34.760376,112.981016,"河南"
"3637",1964,"1578960000",1,1,"in","阜阳",32.91468,115.868148,"安徽"
"3638",2027,"1578960000",1,1,"in","北京南",39.864896,116.379054,"北京"
"3639",2028,"1578960000",1,1,"in","清河",40.041651,116.315062,"北京"
"3640",2030,"1578960000",0,2,"in","北京西",39.894755,116.321148,"北京"
"3641",2039,"1578960000",0,1,"in","北京",39.903708,116.427258,"北京"
"3642",2086,"1578960000",0,1,"in","南宁东",22.842049,108.414219,"广西壮族自治区"
"3643",2093,"1578960000",0,2,"in","柳州",24.307475,109.389088,"广西壮族自治区"
"3644",2107,"1578960000",0,1,"in","桂林北",25.328907,110.302177,"广西壮族自治区"
"3645",2207,"1578960000",0,1,"in","广州北",23.377031,113.20451,"广东"
"3646",2241,"1578960000",1,1,"in","防城港北",21.713884,108.376295,"广西壮族自治区"
"3647",2778,"1578960000",0,1,"in","沈阳南",41.660199,123.348874,"辽宁"
"3648",6371,"1578960000",0,1,"in","杭州东",30.291066,120.212918,"浙江"
"3649",6488,"1578960000",0,1,"in","吐鲁番",43.151694,88.875235,"新疆维吾尔自治区"
"3650",6663,"1578960000",0,2,"in","石柱县",29.965289,108.097576,"重庆"
"3651",6698,"1578960000",0,1,"in","涪陵北",29.768328,107.276696,"重庆"
"3652",7305,"1578960000",0,4,"in","光山",32.009995,114.91925,"河南"
"3653",7592,"1578960000",0,1,"in","萧县北",34.236513,116.941524,"安徽"
"3654",0,"1579046400",1,20,"in",NA,0,0,NA
"3655",213,"1579046400",4,5,"in","西安",34.277175,108.962718,"陕西"
"3656",216,"1579046400",1,2,"in","西安北",34.376212,108.938446,"陕西"
"3657",265,"1579046400",0,1,"in","沈阳",41.795132,123.393331,"辽宁"
"3658",266,"1579046400",0,3,"in","沈阳北",41.81941,123.435889,"辽宁"
"3659",310,"1579046400",0,1,"in","葫芦岛北",40.743247,120.763521,"辽宁"
"3660",422,"1579046400",0,2,"in","本溪",41.327424,123.767634,"辽宁"
"3661",772,"1579046400",0,4,"in","怀化南",27.511489,109.994749,"湖南"
"3662",792,"1579046400",2,2,"in","郴州",25.808199,113.033214,"湖南"
"3663",823,"1579046400",2,4,"in","武汉",30.607096,114.42438,"湖北"
"3664",857,"1579046400",0,2,"in","株洲",27.835476,113.15673,"湖南"
"3665",859,"1579046400",1,3,"in","长沙南",28.146991,113.065259,"湖南"
"3666",865,"1579046400",0,1,"in","岳阳东",29.36625,113.208067,"湖南"
"3667",884,"1579046400",0,2,"in","湘潭",27.875257,112.913063,"湖南"
"3668",890,"1579046400",0,1,"in","娄底南",27.660056,112.014358,"湖南"
"3669",961,"1579046400",1,3,"in","汉口",30.619097,114.254389,"湖北"
"3670",962,"1579046400",0,1,"in","武昌",30.528422,114.317801,"湖北"
"3671",969,"1579046400",0,2,"in","荆州",30.369761,112.213011,"湖北"
"3672",990,"1579046400",0,2,"in","麻城",31.146285,114.96389,"湖北"
"3673",1028,"1579046400",0,4,"in","徐州",34.265367,117.207387,"江苏"
"3674",1055,"1579046400",0,1,"in","南京南",31.968681,118.797932,"江苏"
"3675",1060,"1579046400",0,1,"in","东海县",34.51712,118.768159,"江苏"
"3676",1303,"1579046400",0,2,"in","安阳",36.10474,114.340546,"河南"
"3677",1316,"1579046400",0,1,"in","清河城",37.063661,115.686525,"河北"
"3678",1317,"1579046400",0,2,"in","邢台",37.06985,114.492925,"河北"
"3679",1354,"1579046400",1,1,"in","新县",31.642503,114.888214,"河南"
"3680",1355,"1579046400",1,3,"in","信阳东",32.144317,114.160266,"河南"
"3681",1358,"1579046400",0,2,"in","信阳",32.128928,114.082245,"河南"
"3682",1366,"1579046400",0,2,"in","新乡",35.305796,113.859636,"河南"
"3683",1372,"1579046400",0,1,"in","商丘",34.443639,115.656869,"河南"
"3684",1407,"1579046400",0,1,"in","洛阳龙门",34.593834,112.458693,"河南"
"3685",1437,"1579046400",2,2,"in","保定",38.863454,115.479882,"河北"
"3686",1488,"1579046400",0,1,"in","邯郸",36.603392,114.476689,"河北"
"3687",1568,"1579046400",0,2,"in","佳木斯",46.804719,130.383246,"黑龙江"
"3688",1587,"1579046400",0,1,"in","东海",45.291019,131.326559,"黑龙江"
"3689",1665,"1579046400",1,1,"in","哈尔滨西",45.706897,126.577918,"黑龙江"
"3690",1666,"1579046400",3,10,"in","哈尔滨",45.761109,126.632312,"黑龙江"
"3691",1717,"1579046400",0,1,"in","遂平",33.144224,114.035378,"河南"
"3692",1725,"1579046400",3,5,"in","郑州",34.746377,113.65971,"河南"
"3693",1726,"1579046400",0,4,"in","郑州东",34.759186,113.779103,"河南"
"3694",1727,"1579046400",0,2,"in","巩义",34.760376,112.981016,"河南"
"3695",1964,"1579046400",0,1,"in","阜阳",32.91468,115.868148,"安徽"
"3696",2027,"1579046400",1,2,"in","北京南",39.864896,116.379054,"北京"
"3697",2028,"1579046400",0,1,"in","清河",40.041651,116.315062,"北京"
"3698",2030,"1579046400",2,4,"in","北京西",39.894755,116.321148,"北京"
"3699",2039,"1579046400",0,1,"in","北京",39.903708,116.427258,"北京"
"3700",2086,"1579046400",0,1,"in","南宁东",22.842049,108.414219,"广西壮族自治区"
"3701",2093,"1579046400",5,7,"in","柳州",24.307475,109.389088,"广西壮族自治区"
"3702",2104,"1579046400",1,1,"in","金城江",24.699484,108.065066,"广西壮族自治区"
"3703",2107,"1579046400",0,1,"in","桂林北",25.328907,110.302177,"广西壮族自治区"
"3704",2207,"1579046400",0,1,"in","广州北",23.377031,113.20451,"广东"
"3705",2241,"1579046400",0,1,"in","防城港北",21.713884,108.376295,"广西壮族自治区"
"3706",2778,"1579046400",1,2,"in","沈阳南",41.660199,123.348874,"辽宁"
"3707",6371,"1579046400",0,1,"in","杭州东",30.291066,120.212918,"浙江"
"3708",6488,"1579046400",0,1,"in","吐鲁番",43.151694,88.875235,"新疆维吾尔自治区"
"3709",6663,"1579046400",0,2,"in","石柱县",29.965289,108.097576,"重庆"
"3710",6698,"1579046400",0,1,"in","涪陵北",29.768328,107.276696,"重庆"
"3711",6773,"1579046400",1,1,"in","重庆北",29.60778,106.550937,"重庆"
"3712",7305,"1579046400",0,4,"in","光山",32.009995,114.91925,"河南"
"3713",7592,"1579046400",0,1,"in","萧县北",34.236513,116.941524,"安徽"
"3714",0,"1579132800",1,21,"in",NA,0,0,NA
"3715",213,"1579132800",0,5,"in","西安",34.277175,108.962718,"陕西"
"3716",216,"1579132800",0,2,"in","西安北",34.376212,108.938446,"陕西"
"3717",265,"1579132800",1,2,"in","沈阳",41.795132,123.393331,"辽宁"
"3718",266,"1579132800",3,6,"in","沈阳北",41.81941,123.435889,"辽宁"
"3719",302,"1579132800",1,1,"in","锦州南",41.016765,121.125745,"辽宁"
"3720",308,"1579132800",1,1,"in","葫芦岛",40.754146,120.868079,"辽宁"
"3721",310,"1579132800",1,2,"in","葫芦岛北",40.743247,120.763521,"辽宁"
"3722",422,"1579132800",0,2,"in","本溪",41.327424,123.767634,"辽宁"
"3723",538,"1579132800",2,2,"in","通辽",43.605187,122.271158,"内蒙古自治区"
"3724",772,"1579132800",0,4,"in","怀化南",27.511489,109.994749,"湖南"
"3725",792,"1579132800",0,2,"in","郴州",25.808199,113.033214,"湖南"
"3726",823,"1579132800",0,4,"in","武汉",30.607096,114.42438,"湖北"
"3727",857,"1579132800",0,2,"in","株洲",27.835476,113.15673,"湖南"
"3728",859,"1579132800",0,3,"in","长沙南",28.146991,113.065259,"湖南"
"3729",865,"1579132800",0,1,"in","岳阳东",29.36625,113.208067,"湖南"
"3730",884,"1579132800",0,2,"in","湘潭",27.875257,112.913063,"湖南"
"3731",890,"1579132800",0,1,"in","娄底南",27.660056,112.014358,"湖南"
"3732",961,"1579132800",1,4,"in","汉口",30.619097,114.254389,"湖北"
"3733",962,"1579132800",0,1,"in","武昌",30.528422,114.317801,"湖北"
"3734",969,"1579132800",0,2,"in","荆州",30.369761,112.213011,"湖北"
"3735",990,"1579132800",0,2,"in","麻城",31.146285,114.96389,"湖北"
"3736",1028,"1579132800",0,4,"in","徐州",34.265367,117.207387,"江苏"
"3737",1055,"1579132800",1,2,"in","南京南",31.968681,118.797932,"江苏"
"3738",1060,"1579132800",0,1,"in","东海县",34.51712,118.768159,"江苏"
"3739",1061,"1579132800",1,1,"in","常州",31.785194,119.973263,"江苏"
"3740",1123,"1579132800",1,1,"in","瑞金",25.863577,116.055288,"江西"
"3741",1148,"1579132800",1,1,"in","扬州",32.389628,119.351134,"江苏"
"3742",1292,"1579132800",1,1,"in","焦作",35.222864,113.234932,"河南"
"3743",1303,"1579132800",0,2,"in","安阳",36.10474,114.340546,"河南"
"3744",1316,"1579132800",2,3,"in","清河城",37.063661,115.686525,"河北"
"3745",1317,"1579132800",0,2,"in","邢台",37.06985,114.492925,"河北"
"3746",1334,"1579132800",4,4,"in","石家庄",38.010514,114.48447,"河北"
"3747",1354,"1579132800",0,1,"in","新县",31.642503,114.888214,"河南"
"3748",1355,"1579132800",1,4,"in","信阳东",32.144317,114.160266,"河南"
"3749",1358,"1579132800",0,2,"in","信阳",32.128928,114.082245,"河南"
"3750",1366,"1579132800",0,2,"in","新乡",35.305796,113.859636,"河南"
"3751",1372,"1579132800",0,1,"in","商丘",34.443639,115.656869,"河南"
"3752",1407,"1579132800",0,1,"in","洛阳龙门",34.593834,112.458693,"河南"
"3753",1437,"1579132800",0,2,"in","保定",38.863454,115.479882,"河北"
"3754",1488,"1579132800",0,1,"in","邯郸",36.603392,114.476689,"河北"
"3755",1568,"1579132800",1,3,"in","佳木斯",46.804719,130.383246,"黑龙江"
"3756",1587,"1579132800",0,1,"in","东海",45.291019,131.326559,"黑龙江"
"3757",1665,"1579132800",0,1,"in","哈尔滨西",45.706897,126.577918,"黑龙江"
"3758",1666,"1579132800",0,10,"in","哈尔滨",45.761109,126.632312,"黑龙江"
"3759",1717,"1579132800",0,1,"in","遂平",33.144224,114.035378,"河南"
"3760",1725,"1579132800",0,5,"in","郑州",34.746377,113.65971,"河南"
"3761",1726,"1579132800",2,6,"in","郑州东",34.759186,113.779103,"河南"
"3762",1727,"1579132800",0,2,"in","巩义",34.760376,112.981016,"河南"
"3763",1960,"1579132800",1,1,"in","合肥南",31.798569,117.290369,"安徽"
"3764",1964,"1579132800",3,4,"in","阜阳",32.91468,115.868148,"安徽"
"3765",2027,"1579132800",1,3,"in","北京南",39.864896,116.379054,"北京"
"3766",2028,"1579132800",0,1,"in","清河",40.041651,116.315062,"北京"
"3767",2030,"1579132800",2,6,"in","北京西",39.894755,116.321148,"北京"
"3768",2039,"1579132800",0,1,"in","北京",39.903708,116.427258,"北京"
"3769",2085,"1579132800",2,2,"in","南宁",22.826755,108.315177,"广西壮族自治区"
"3770",2086,"1579132800",1,2,"in","南宁东",22.842049,108.414219,"广西壮族自治区"
"3771",2093,"1579132800",0,7,"in","柳州",24.307475,109.389088,"广西壮族自治区"
"3772",2104,"1579132800",0,1,"in","金城江",24.699484,108.065066,"广西壮族自治区"
"3773",2107,"1579132800",0,1,"in","桂林北",25.328907,110.302177,"广西壮族自治区"
"3774",2207,"1579132800",0,1,"in","广州北",23.377031,113.20451,"广东"
"3775",2241,"1579132800",0,1,"in","防城港北",21.713884,108.376295,"广西壮族自治区"
"3776",2275,"1579132800",1,1,"in","湛江",21.187099,110.390449,"广东"
"3777",2778,"1579132800",0,2,"in","沈阳南",41.660199,123.348874,"辽宁"
"3778",5989,"1579132800",1,1,"in","昆明南",24.920244,102.822787,"云南"
"3779",6319,"1579132800",1,1,"in","蒙自",23.373761,103.427907,"云南"
"3780",6371,"1579132800",0,1,"in","杭州东",30.291066,120.212918,"浙江"
"3781",6488,"1579132800",0,1,"in","吐鲁番",43.151694,88.875235,"新疆维吾尔自治区"
"3782",6663,"1579132800",0,2,"in","石柱县",29.965289,108.097576,"重庆"
"3783",6698,"1579132800",0,1,"in","涪陵北",29.768328,107.276696,"重庆"
"3784",6710,"1579132800",1,1,"in","温州南",27.966086,120.585003,"浙江"
"3785",6715,"1579132800",1,1,"in","苍南",27.528018,120.411567,"浙江"
"3786",6773,"1579132800",1,2,"in","重庆北",29.60778,106.550937,"重庆"
"3787",6843,"1579132800",3,3,"in","潍坊",36.697535,119.098395,"山东"
"3788",7019,"1579132800",2,2,"in","济宁",35.392527,116.600938,"山东"
"3789",7022,"1579132800",2,2,"in","济南",36.671081,116.990852,"山东"
"3790",7305,"1579132800",0,4,"in","光山",32.009995,114.91925,"河南"
"3791",7537,"1579132800",1,1,"in","天水南",34.566208,105.89855,"甘肃"
"3792",7592,"1579132800",0,1,"in","萧县北",34.236513,116.941524,"安徽"
"3793",7602,"1579132800",1,1,"in","永城北",34.741222,113.66245,"河南"
"3794",0,"1579219200",1,22,"in",NA,0,0,NA
"3795",25,"1579219200",3,3,"in","成都东",30.628842,104.14128,"四川"
"3796",52,"1579219200",1,1,"in","上海虹桥",31.19418,121.320569,"上海"
"3797",213,"1579219200",0,5,"in","西安",34.277175,108.962718,"陕西"
"3798",216,"1579219200",0,2,"in","西安北",34.376212,108.938446,"陕西"
"3799",260,"1579219200",4,4,"in","铁岭西",42.232529,123.673615,"辽宁"
"3800",265,"1579219200",0,2,"in","沈阳",41.795132,123.393331,"辽宁"
"3801",266,"1579219200",0,6,"in","沈阳北",41.81941,123.435889,"辽宁"
"3802",302,"1579219200",0,1,"in","锦州南",41.016765,121.125745,"辽宁"
"3803",308,"1579219200",0,1,"in","葫芦岛",40.754146,120.868079,"辽宁"
"3804",310,"1579219200",0,2,"in","葫芦岛北",40.743247,120.763521,"辽宁"
"3805",422,"1579219200",1,3,"in","本溪",41.327424,123.767634,"辽宁"
"3806",538,"1579219200",0,2,"in","通辽",43.605187,122.271158,"内蒙古自治区"
"3807",652,"1579219200",2,2,"in","呼和浩特",40.830307,111.665727,"内蒙古自治区"
"3808",772,"1579219200",0,4,"in","怀化南",27.511489,109.994749,"湖南"
"3809",792,"1579219200",0,2,"in","郴州",25.808199,113.033214,"湖南"
"3810",823,"1579219200",2,6,"in","武汉",30.607096,114.42438,"湖北"
"3811",857,"1579219200",0,2,"in","株洲",27.835476,113.15673,"湖南"
"3812",859,"1579219200",1,4,"in","长沙南",28.146991,113.065259,"湖南"
"3813",865,"1579219200",0,1,"in","岳阳东",29.36625,113.208067,"湖南"
"3814",867,"1579219200",1,1,"in","岳阳",29.376408,113.120079,"湖南"
"3815",884,"1579219200",0,2,"in","湘潭",27.875257,112.913063,"湖南"
"3816",889,"1579219200",2,2,"in","娄底",27.739559,112.006324,"湖南"
"3817",890,"1579219200",0,1,"in","娄底南",27.660056,112.014358,"湖南"
"3818",894,"1579219200",2,2,"in","新化",27.728006,111.304575,"湖南"
"3819",961,"1579219200",0,4,"in","汉口",30.619097,114.254389,"湖北"
"3820",962,"1579219200",0,1,"in","武昌",30.528422,114.317801,"湖北"
"3821",969,"1579219200",0,2,"in","荆州",30.369761,112.213011,"湖北"
"3822",990,"1579219200",0,2,"in","麻城",31.146285,114.96389,"湖北"
"3823",995,"1579219200",1,1,"in","利川",30.279266,108.940306,"湖北"
"3824",1028,"1579219200",0,4,"in","徐州",34.265367,117.207387,"江苏"
"3825",1050,"1579219200",1,1,"in","南通",32.068254,120.860201,"江苏"
"3826",1055,"1579219200",0,2,"in","南京南",31.968681,118.797932,"江苏"
"3827",1060,"1579219200",0,1,"in","东海县",34.51712,118.768159,"江苏"
"3828",1061,"1579219200",0,1,"in","常州",31.785194,119.973263,"江苏"
"3829",1119,"1579219200",1,1,"in","吉安",27.105267,115.02108,"江西"
"3830",1122,"1579219200",1,1,"in","泰和",26.831465,114.949221,"江西"
"3831",1123,"1579219200",0,1,"in","瑞金",25.863577,116.055288,"江西"
"3832",1148,"1579219200",0,1,"in","扬州",32.389628,119.351134,"江苏"
"3833",1168,"1579219200",2,2,"in","东丰",42.654503,125.544498,"吉林"
"3834",1292,"1579219200",0,1,"in","焦作",35.222864,113.234932,"河南"
"3835",1301,"1579219200",1,1,"in","安阳东",36.084648,114.452045,"河南"
"3836",1303,"1579219200",0,2,"in","安阳",36.10474,114.340546,"河南"
"3837",1316,"1579219200",0,3,"in","清河城",37.063661,115.686525,"河北"
"3838",1317,"1579219200",0,2,"in","邢台",37.06985,114.492925,"河北"
"3839",1334,"1579219200",0,4,"in","石家庄",38.010514,114.48447,"河北"
"3840",1351,"1579219200",1,1,"in","潢川",32.111987,115.102295,"河南"
"3841",1354,"1579219200",0,1,"in","新县",31.642503,114.888214,"河南"
"3842",1355,"1579219200",1,5,"in","信阳东",32.144317,114.160266,"河南"
"3843",1358,"1579219200",0,2,"in","信阳",32.128928,114.082245,"河南"
"3844",1366,"1579219200",0,2,"in","新乡",35.305796,113.859636,"河南"
"3845",1372,"1579219200",0,1,"in","商丘",34.443639,115.656869,"河南"
"3846",1407,"1579219200",0,1,"in","洛阳龙门",34.593834,112.458693,"河南"
"3847",1437,"1579219200",0,2,"in","保定",38.863454,115.479882,"河北"
"3848",1457,"1579219200",1,1,"in","万宁",18.807748,110.381286,"海南"
"3849",1462,"1579219200",1,1,"in","三亚",18.296376,109.49287,"海南"
"3850",1488,"1579219200",0,1,"in","邯郸",36.603392,114.476689,"河北"
"3851",1568,"1579219200",0,3,"in","佳木斯",46.804719,130.383246,"黑龙江"
"3852",1587,"1579219200",0,1,"in","东海",45.291019,131.326559,"黑龙江"
"3853",1589,"1579219200",2,2,"in","鸡西",45.3047,130.978111,"黑龙江"
"3854",1655,"1579219200",1,1,"in","牡丹江",44.590098,129.612947,"黑龙江"
"3855",1665,"1579219200",0,1,"in","哈尔滨西",45.706897,126.577918,"黑龙江"
"3856",1666,"1579219200",0,10,"in","哈尔滨",45.761109,126.632312,"黑龙江"
"3857",1717,"1579219200",0,1,"in","遂平",33.144224,114.035378,"河南"
"3858",1725,"1579219200",4,9,"in","郑州",34.746377,113.65971,"河南"
"3859",1726,"1579219200",4,10,"in","郑州东",34.759186,113.779103,"河南"
"3860",1727,"1579219200",0,2,"in","巩义",34.760376,112.981016,"河南"
"3861",1960,"1579219200",2,3,"in","合肥南",31.798569,117.290369,"安徽"
"3862",1964,"1579219200",2,6,"in","阜阳",32.91468,115.868148,"安徽"
"3863",2027,"1579219200",0,3,"in","北京南",39.864896,116.379054,"北京"
"3864",2028,"1579219200",0,1,"in","清河",40.041651,116.315062,"北京"
"3865",2030,"1579219200",4,10,"in","北京西",39.894755,116.321148,"北京"
"3866",2039,"1579219200",0,1,"in","北京",39.903708,116.427258,"北京"
"3867",2085,"1579219200",0,2,"in","南宁",22.826755,108.315177,"广西壮族自治区"
"3868",2086,"1579219200",0,2,"in","南宁东",22.842049,108.414219,"广西壮族自治区"
"3869",2093,"1579219200",1,8,"in","柳州",24.307475,109.389088,"广西壮族自治区"
"3870",2097,"1579219200",1,1,"in","贺州",24.454274,111.539171,"广西壮族自治区"
"3871",2104,"1579219200",0,1,"in","金城江",24.699484,108.065066,"广西壮族自治区"
"3872",2107,"1579219200",0,1,"in","桂林北",25.328907,110.302177,"广西壮族自治区"
"3873",2207,"1579219200",0,1,"in","广州北",23.377031,113.20451,"广东"
"3874",2241,"1579219200",0,1,"in","防城港北",21.713884,108.376295,"广西壮族自治区"
"3875",2256,"1579219200",1,1,"in","北海",21.452804,109.128259,"广西壮族自治区"
"3876",2275,"1579219200",0,1,"in","湛江",21.187099,110.390449,"广东"
"3877",2778,"1579219200",0,2,"in","沈阳南",41.660199,123.348874,"辽宁"
"3878",5277,"1579219200",1,1,"in","防城港",21.629406,108.357342,"广西"
"3879",5989,"1579219200",0,1,"in","昆明南",24.920244,102.822787,"云南"
"3880",6319,"1579219200",0,1,"in","蒙自",23.373761,103.427907,"云南"
"3881",6371,"1579219200",0,1,"in","杭州东",30.291066,120.212918,"浙江"
"3882",6488,"1579219200",0,1,"in","吐鲁番",43.151694,88.875235,"新疆维吾尔自治区"
"3883",6663,"1579219200",0,2,"in","石柱县",29.965289,108.097576,"重庆"
"3884",6698,"1579219200",0,1,"in","涪陵北",29.768328,107.276696,"重庆"
"3885",6710,"1579219200",2,3,"in","温州南",27.966086,120.585003,"浙江"
"3886",6715,"1579219200",0,1,"in","苍南",27.528018,120.411567,"浙江"
"3887",6773,"1579219200",0,2,"in","重庆北",29.60778,106.550937,"重庆"
"3888",6815,"1579219200",1,1,"in","天镇",40.452052,114.065955,"山西"
"3889",6843,"1579219200",0,3,"in","潍坊",36.697535,119.098395,"山东"
"3890",6994,"1579219200",1,1,"in","胶州",36.29765,119.999258,"山东"
"3891",7015,"1579219200",1,1,"in","曲阜东",35.55627,117.068864,"山东"
"3892",7019,"1579219200",0,2,"in","济宁",35.392527,116.600938,"山东"
"3893",7022,"1579219200",0,2,"in","济南",36.671081,116.990852,"山东"
"3894",7305,"1579219200",0,4,"in","光山",32.009995,114.91925,"河南"
"3895",7481,"1579219200",2,2,"in","棋子湾",19.33774,108.80721,"海南"
"3896",7537,"1579219200",0,1,"in","天水南",34.566208,105.89855,"甘肃"
"3897",7592,"1579219200",0,1,"in","萧县北",34.236513,116.941524,"安徽"
"3898",7602,"1579219200",0,1,"in","永城北",34.741222,113.66245,"河南"
"3899",7610,"1579219200",2,2,"in","延吉西",42.908816,129.474043,"吉林"
"3900",0,"1579305600",1,23,"in",NA,0,0,NA
"3901",25,"1579305600",3,6,"in","成都东",30.628842,104.14128,"四川"
"3902",52,"1579305600",0,1,"in","上海虹桥",31.19418,121.320569,"上海"
"3903",134,"1579305600",2,2,"in","宝鸡南",34.33459,107.231139,"陕西"
"3904",213,"1579305600",1,6,"in","西安",34.277175,108.962718,"陕西"
"3905",216,"1579305600",1,3,"in","西安北",34.376212,108.938446,"陕西"
"3906",260,"1579305600",0,4,"in","铁岭西",42.232529,123.673615,"辽宁"
"3907",265,"1579305600",0,2,"in","沈阳",41.795132,123.393331,"辽宁"
"3908",266,"1579305600",0,6,"in","沈阳北",41.81941,123.435889,"辽宁"
"3909",302,"1579305600",0,1,"in","锦州南",41.016765,121.125745,"辽宁"
"3910",308,"1579305600",0,1,"in","葫芦岛",40.754146,120.868079,"辽宁"
"3911",310,"1579305600",0,2,"in","葫芦岛北",40.743247,120.763521,"辽宁"
"3912",422,"1579305600",0,3,"in","本溪",41.327424,123.767634,"辽宁"
"3913",521,"1579305600",1,1,"in","乌海",39.669868,106.805849,"内蒙古自治区"
"3914",538,"1579305600",0,2,"in","通辽",43.605187,122.271158,"内蒙古自治区"
"3915",652,"1579305600",1,3,"in","呼和浩特",40.830307,111.665727,"内蒙古自治区"
"3916",771,"1579305600",1,1,"in","怀化",27.557198,109.967323,"湖南"
"3917",772,"1579305600",0,4,"in","怀化南",27.511489,109.994749,"湖南"
"3918",781,"1579305600",1,1,"in","新晃西",27.380299,109.12603,"湖南"
"3919",787,"1579305600",2,2,"in","衡阳",26.889835,112.631091,"湖南"
"3920",788,"1579305600",2,2,"in","衡阳东",26.896447,112.709651,"湖南"
"3921",791,"1579305600",3,3,"in","郴州西",25.736072,112.969977,"湖南"
"3922",792,"1579305600",0,2,"in","郴州",25.808199,113.033214,"湖南"
"3923",810,"1579305600",1,1,"in","襄阳东",32.096652,112.226495,"湖北"
"3924",823,"1579305600",0,6,"in","武汉",30.607096,114.42438,"湖北"
"3925",857,"1579305600",0,2,"in","株洲",27.835476,113.15673,"湖南"
"3926",859,"1579305600",2,6,"in","长沙南",28.146991,113.065259,"湖南"
"3927",865,"1579305600",1,2,"in","岳阳东",29.36625,113.208067,"湖南"
"3928",867,"1579305600",0,1,"in","岳阳",29.376408,113.120079,"湖南"
"3929",884,"1579305600",0,2,"in","湘潭",27.875257,112.913063,"湖南"
"3930",889,"1579305600",0,2,"in","娄底",27.739559,112.006324,"湖南"
"3931",890,"1579305600",0,1,"in","娄底南",27.660056,112.014358,"湖南"
"3932",894,"1579305600",0,2,"in","新化",27.728006,111.304575,"湖南"
"3933",961,"1579305600",0,4,"in","汉口",30.619097,114.254389,"湖北"
"3934",962,"1579305600",0,1,"in","武昌",30.528422,114.317801,"湖北"
"3935",969,"1579305600",0,2,"in","荆州",30.369761,112.213011,"湖北"
"3936",988,"1579305600",1,1,"in","麻城北",31.192731,114.991169,"湖北"
"3937",990,"1579305600",0,2,"in","麻城",31.146285,114.96389,"湖北"
"3938",995,"1579305600",0,1,"in","利川",30.279266,108.940306,"湖北"
"3939",996,"1579305600",2,2,"in","恩施",30.348307,109.485636,"湖北"
"3940",1028,"1579305600",0,4,"in","徐州",34.265367,117.207387,"江苏"
"3941",1033,"1579305600",1,1,"in","无锡",31.587145,120.305513,"江苏"
"3942",1050,"1579305600",1,2,"in","南通",32.068254,120.860201,"江苏"
"3943",1055,"1579305600",0,2,"in","南京南",31.968681,118.797932,"江苏"
"3944",1056,"1579305600",1,1,"in","南京",32.087088,118.798163,"江苏"
"3945",1060,"1579305600",0,1,"in","东海县",34.51712,118.768159,"江苏"
"3946",1061,"1579305600",0,1,"in","常州",31.785194,119.973263,"江苏"
"3947",1086,"1579305600",1,1,"in","长春",43.911812,125.324188,"吉林"
"3948",1119,"1579305600",0,1,"in","吉安",27.105267,115.02108,"江西"
"3949",1122,"1579305600",0,1,"in","泰和",26.831465,114.949221,"江西"
"3950",1123,"1579305600",0,1,"in","瑞金",25.863577,116.055288,"江西"
"3951",1148,"1579305600",0,1,"in","扬州",32.389628,119.351134,"江苏"
"3952",1163,"1579305600",1,1,"in","四平",43.168111,124.373127,"吉林"
"3953",1168,"1579305600",0,2,"in","东丰",42.654503,125.544498,"吉林"
"3954",1257,"1579305600",1,1,"in","通化",41.753202,125.980237,"吉林"
"3955",1292,"1579305600",0,1,"in","焦作",35.222864,113.234932,"河南"
"3956",1300,"1579305600",1,1,"in","鹤壁东",35.706104,114.300088,"河南"
"3957",1301,"1579305600",0,1,"in","安阳东",36.084648,114.452045,"河南"
"3958",1303,"1579305600",0,2,"in","安阳",36.10474,114.340546,"河南"
"3959",1316,"1579305600",1,4,"in","清河城",37.063661,115.686525,"河北"
"3960",1317,"1579305600",2,4,"in","邢台",37.06985,114.492925,"河北"
"3961",1321,"1579305600",1,1,"in","唐山",39.6257,118.120189,"河北"
"3962",1334,"1579305600",2,6,"in","石家庄",38.010514,114.48447,"河北"
"3963",1351,"1579305600",0,1,"in","潢川",32.111987,115.102295,"河南"
"3964",1354,"1579305600",0,1,"in","新县",31.642503,114.888214,"河南"
"3965",1355,"1579305600",0,5,"in","信阳东",32.144317,114.160266,"河南"
"3966",1358,"1579305600",1,3,"in","信阳",32.128928,114.082245,"河南"
"3967",1366,"1579305600",0,2,"in","新乡",35.305796,113.859636,"河南"
"3968",1369,"1579305600",6,6,"in","商丘南",34.408177,115.704652,"河南"
"3969",1372,"1579305600",1,2,"in","商丘",34.443639,115.656869,"河南"
"3970",1407,"1579305600",0,1,"in","洛阳龙门",34.593834,112.458693,"河南"
"3971",1437,"1579305600",0,2,"in","保定",38.863454,115.479882,"河北"
"3972",1457,"1579305600",0,1,"in","万宁",18.807748,110.381286,"海南"
"3973",1462,"1579305600",0,1,"in","三亚",18.296376,109.49287,"海南"
"3974",1488,"1579305600",0,1,"in","邯郸",36.603392,114.476689,"河北"
"3975",1568,"1579305600",0,3,"in","佳木斯",46.804719,130.383246,"黑龙江"
"3976",1587,"1579305600",0,1,"in","东海",45.291019,131.326559,"黑龙江"
"3977",1589,"1579305600",0,2,"in","鸡西",45.3047,130.978111,"黑龙江"
